agent_id,win,n,distinct_nf,distinct_ep,err_rate,get_frac,write_frac,mean_resp,max_resp,n_orphan,hour,label,attack_type,tgt_set,distinct_ep_roll,distinct_nf_roll,distinct_target_roll,err_count_roll,n_roll,resp_roll_max,rule,rule_reason,ml,risk,decision,nfs_touched
closed-loop-assurance,2026-08-03 01:04:00,11,3,3,0.09090909090909091,0.0,1.0,543.4545454545455,846,0,1,legit,none,"{'SUPI-0244', 'SUPI-0203', 'SUPI-0399', 'SUPI-0210', 'SUPI-0333', 'SUPI-0377', 'SUPI-0271', 'SUPI-0256'}",6,3,20,1.0,59,891,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
oss-orchestration-hub,2026-08-03 22:18:00,13,6,7,0.0,0.3076923076923077,0.6923076923076923,592.5384615384615,897,0,22,legit,none,"{'SUPI-0230', 'SUPI-0347', 'SUPI-0088', 'SUPI-0053', 'SUPI-0073'}",11,6,22,0.0,66,969,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
oss-orchestration-hub,2026-08-03 20:58:00,24,6,7,0.0,0.3333333333333333,0.6666666666666666,623.2083333333334,981,0,20,legit,none,"{'SUPI-0164', 'SUPI-0078', 'SUPI-0098', 'SUPI-0359', 'SUPI-0126', 'SUPI-0180', 'SUPI-0296', 'SUPI-0266', 'SUPI-0101', 'SUPI-0077', 'SUPI-0193'}",12,6,24,3.0,120,990,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
orch-session-mgr,2026-08-05 13:56:00,10,2,4,0.0,0.0,1.0,572.2,1166,0,13,legit,none,"{'SUPI-0100', 'SUPI-0124'}",7,3,10,0.0,53,1196,0.0,none,0.0,0.0,PASS,"PCF,SMF"
nrf-heartbeat-svc,2026-08-07 14:15:00,5,1,2,0.0,0.0,1.0,213.6,297,0,14,legit,none,set(),2,1,0,0.0,23,297,0.0,none,0.0,0.0,PASS,NRF
orch-session-mgr,2026-08-06 15:36:00,13,2,4,0.0,0.0,1.0,735.2307692307693,1086,0,15,legit,none,"{'SUPI-0395', 'SUPI-0033'}",5,3,15,0.0,66,1184,0.0,none,0.0,0.0,PASS,"PCF,SMF"
policy-audit-svc,2026-08-04 14:49:00,3,1,2,0.0,0.0,1.0,229.33333333333334,371,0,14,legit,none,"{'SUPI-0356', 'SUPI-0079', 'SUPI-0305'}",2,1,12,0.0,14,371,0.0,none,0.0,0.0,PASS,PCF
nrf-heartbeat-svc,2026-08-06 11:58:00,5,1,2,0.0,0.0,1.0,213.8,277,0,11,legit,none,set(),3,1,0,0.0,27,299,0.0,none,0.0,0.0,PASS,NRF
closed-loop-assurance,2026-08-04 10:54:00,20,3,3,0.05,0.0,1.0,621.1,870,0,10,legit,none,"{'SUPI-0187', 'SUPI-0258', 'SUPI-0174', 'SUPI-0357', 'SUPI-0215', 'SUPI-0104', 'SUPI-0355', 'SUPI-0262', 'SUPI-0178', 'SUPI-0344', 'SUPI-0388', 'SUPI-0260'}",5,3,29,3.0,97,889,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
policy-audit-svc,2026-08-06 19:21:00,1,1,1,0.0,0.0,1.0,279.0,279,0,19,legit,none,{'SUPI-0114'},2,1,9,1.0,9,385,0.0,none,0.0,0.0,PASS,PCF
provisioning-agent,2026-08-07 04:35:00,2,1,1,0.0,1.0,0.0,1331.5,1407,0,4,legit,none,"{'SUPI-0339', 'SUPI-0255'}",5,2,8,1.0,10,1407,0.0,none,1.0,1.0,BLOCK,UDM
oss-inventory-job,2026-08-06 09:19:00,3,2,2,0.0,1.0,0.0,411.3333333333333,497,0,9,legit,none,"{'SUPI-0299', 'SUPI-0225'}",2,2,6,0.0,14,571,0.0,none,0.0,0.0,PASS,"NRF,UDM"
closed-loop-assurance,2026-08-07 07:32:00,12,3,3,0.0,0.0,1.0,519.25,880,0,7,legit,none,"{'SUPI-0086', 'SUPI-0387', 'SUPI-0348', 'SUPI-0050', 'SUPI-0332', 'SUPI-0054', 'SUPI-0047'}",6,3,17,1.0,58,883,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
orch-session-mgr,2026-08-03 22:55:00,5,3,5,0.0,0.0,1.0,636.2,1135,0,22,legit,none,{'SUPI-0052'},5,3,6,0.0,26,1159,0.0,none,0.0,0.0,PASS,"AMF,PCF,SMF"
policy-audit-svc,2026-08-07 19:34:00,2,1,1,0.0,0.0,1.0,181.0,241,0,19,legit,none,"{'SUPI-0167', 'SUPI-0172'}",2,1,8,0.0,8,396,0.0,none,0.0,0.0,PASS,PCF
closed-loop-assurance,2026-08-05 16:16:00,15,3,5,0.0,0.0,1.0,554.8,897,0,16,legit,none,"{'SUPI-0179', 'SUPI-0237', 'SUPI-0105', 'SUPI-0189', 'SUPI-0026', 'SUPI-0197', 'SUPI-0213', 'SUPI-0142', 'SUPI-0243'}",6,3,23,2.0,72,897,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
orch-session-mgr,2026-08-07 15:23:00,13,2,4,0.0,0.0,1.0,657.2307692307693,1115,0,15,legit,none,"{'SUPI-0283', 'SUPI-0068', 'SUPI-0028'}",7,3,12,0.0,67,1196,0.0,none,0.0,0.0,PASS,"PCF,SMF"
closed-loop-assurance,2026-08-07 15:31:00,13,3,4,0.0,0.0,1.0,509.2307692307692,895,0,15,legit,none,"{'SUPI-0119', 'SUPI-0009', 'SUPI-0306', 'SUPI-0214', 'SUPI-0201', 'SUPI-0057', 'SUPI-0355', 'SUPI-0173'}",6,3,22,1.0,66,898,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
oss-orchestration-hub,2026-08-07 09:01:00,12,6,8,0.0,0.3333333333333333,0.6666666666666666,679.1666666666666,975,0,9,legit,none,"{'SUPI-0080', 'SUPI-0282', 'SUPI-0195', 'SUPI-0082', 'SUPI-0337', 'SUPI-0175'}",12,6,21,2.0,68,975,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
nrf-heartbeat-svc,2026-08-05 03:53:00,5,1,2,0.0,0.0,1.0,165.8,233,0,3,legit,none,set(),3,1,0,0.0,28,272,0.0,none,0.0,0.0,PASS,NRF
nrf-heartbeat-svc,2026-08-07 01:37:00,4,1,2,0.0,0.0,1.0,169.0,287,0,1,legit,none,set(),3,1,0,0.0,20,287,0.0,none,0.0,0.0,PASS,NRF
oss-orchestration-hub,2026-08-05 15:47:00,14,6,6,0.0,0.2857142857142857,0.7142857142857143,631.2142857142857,931,0,15,legit,none,"{'SUPI-0010', 'SUPI-0258', 'SUPI-0057', 'SUPI-0044', 'SUPI-0340', 'SUPI-0107'}",8,6,20,1.0,70,996,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
oss-orchestration-hub,2026-08-05 10:09:00,14,6,6,0.0,0.35714285714285715,0.6428571428571429,579.0,837,0,10,legit,none,"{'SUPI-0152', 'SUPI-0146', 'SUPI-0366', 'SUPI-0076', 'SUPI-0205'}",10,6,19,0.0,73,993,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
orch-session-mgr,2026-08-05 19:33:00,10,2,5,0.0,0.0,1.0,739.2,1164,0,19,legit,none,"{'SUPI-0319', 'SUPI-0075', 'SUPI-0108'}",5,2,13,0.0,50,1164,0.0,none,0.0,0.0,PASS,"PCF,SMF"
oss-orchestration-hub,2026-08-05 16:09:00,17,6,7,0.058823529411764705,0.29411764705882354,0.7058823529411765,502.52941176470586,996,0,16,legit,none,"{'SUPI-0083', 'SUPI-0160', 'SUPI-0327', 'SUPI-0378', 'SUPI-0170', 'SUPI-0302', 'SUPI-0129', 'SUPI-0300'}",9,6,22,1.0,82,997,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
closed-loop-assurance,2026-08-06 06:02:00,9,3,5,0.0,0.0,1.0,477.6666666666667,756,0,6,legit,none,"{'SUPI-0292', 'SUPI-0082', 'SUPI-0074', 'SUPI-0271', 'SUPI-0019'}",7,3,21,1.0,51,877,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
oss-inventory-job,2026-08-04 04:41:00,4,1,3,0.0,0.5,0.5,299.75,547,0,4,legit,none,set(),5,2,7,1.0,24,587,0.0,none,0.0,0.0,PASS,NRF
provisioning-agent,2026-08-04 16:10:00,2,1,1,0.0,0.0,1.0,1134.5,1236,0,16,legit,none,"{'SUPI-0108', 'SUPI-0330'}",3,2,8,0.0,9,1236,0.0,none,0.0,0.0,PASS,NEF
oss-orchestration-hub,2026-08-05 10:36:00,15,6,7,0.0,0.4666666666666667,0.5333333333333333,686.0,996,0,10,legit,none,"{'SUPI-0187', 'SUPI-0043', 'SUPI-0153', 'SUPI-0051'}",8,6,21,0.0,73,996,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
orch-session-mgr,2026-08-03 00:42:00,11,3,6,0.0,0.0,1.0,592.0909090909091,1162,0,0,legit,none,"{'SUPI-0091', 'SUPI-0097', 'SUPI-0136', 'SUPI-0196'}",7,3,11,2.0,54,1186,0.0,none,0.0,0.0,PASS,"AMF,PCF,SMF"
oss-inventory-job,2026-08-05 21:22:00,3,2,3,0.0,0.6666666666666666,0.3333333333333333,316.3333333333333,536,0,21,legit,none,{'SUPI-0034'},3,2,6,0.0,18,536,0.0,none,0.7169026271701294,0.7169026271701294,STEP-UP,"NRF,UDM"
orch-session-mgr,2026-08-03 20:37:00,8,2,4,0.0,0.0,1.0,644.75,1098,0,20,legit,none,"{'SUPI-0262', 'SUPI-0101'}",7,3,9,0.0,41,1187,0.0,none,0.0,0.0,PASS,"PCF,SMF"
oss-orchestration-hub,2026-08-06 04:32:00,20,6,8,0.0,0.3,0.7,629.6,962,0,4,legit,none,"{'SUPI-0220', 'SUPI-0360', 'SUPI-0188', 'SUPI-0238', 'SUPI-0056', 'SUPI-0122', 'SUPI-0137', 'SUPI-0300', 'SUPI-0144'}",12,6,19,0.0,101,993,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
orch-session-mgr,2026-08-05 12:52:00,9,2,4,0.0,0.0,1.0,685.3333333333334,1087,0,12,legit,none,"{'SUPI-0394', 'SUPI-0175'}",6,3,14,0.0,42,1143,0.0,none,0.0,0.0,PASS,"PCF,SMF"
orch-session-mgr,2026-08-04 02:40:00,10,2,4,0.0,0.0,1.0,663.3,1159,0,2,legit,none,"{'SUPI-0262', 'SUPI-0307'}",6,3,9,0.0,47,1196,0.0,none,0.0,0.0,PASS,"PCF,SMF"
oss-inventory-job,2026-08-06 09:24:00,4,2,2,0.0,1.0,0.0,291.75,521,0,9,legit,none,{'SUPI-0051'},2,2,4,2.0,14,593,0.0,none,0.182999797485135,0.182999797485135,PASS,"NRF,UDM"
orch-session-mgr,2026-08-03 14:34:00,11,2,4,0.0,0.0,1.0,655.9090909090909,1176,0,14,legit,none,"{'SUPI-0242', 'SUPI-0017', 'SUPI-0155'}",6,3,9,0.0,55,1181,0.0,none,0.0,0.0,PASS,"PCF,SMF"
orch-session-mgr,2026-08-05 23:36:00,10,3,5,0.0,0.0,1.0,838.6,1184,0,23,legit,none,"{'SUPI-0006', 'SUPI-0146', 'SUPI-0251'}",6,3,11,1.0,54,1187,0.0,none,0.0,0.0,PASS,"AMF,PCF,SMF"
oss-orchestration-hub,2026-08-05 03:39:00,21,6,7,0.0,0.3333333333333333,0.6666666666666666,560.7619047619048,998,0,3,legit,none,"{'SUPI-0009', 'SUPI-0307', 'SUPI-0275', 'SUPI-0194', 'SUPI-0284', 'SUPI-0301', 'SUPI-0165', 'SUPI-0243', 'SUPI-0117', 'SUPI-0279'}",8,6,22,0.0,104,998,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
orch-session-mgr,2026-08-07 01:51:00,7,2,3,0.0,0.0,1.0,555.7142857142857,1143,0,1,legit,none,"{'SUPI-0272', 'SUPI-0337'}",7,3,8,1.0,33,1193,0.0,none,0.0,0.0,PASS,"PCF,SMF"
orch-session-mgr,2026-08-07 23:13:00,7,3,5,0.0,0.14285714285714285,0.8571428571428571,873.8571428571429,1139,0,23,legit,none,{'SUPI-0227'},5,3,6,0.0,35,1197,0.0,none,0.0,0.0,PASS,"AMF,PCF,SMF"
nrf-heartbeat-svc,2026-08-07 14:39:00,3,1,2,0.0,0.0,1.0,241.66666666666666,284,0,14,legit,none,set(),2,1,0,0.0,22,292,0.0,none,0.0,0.0,PASS,NRF
orch-session-mgr,2026-08-04 13:26:00,11,2,4,0.0,0.0,1.0,620.8181818181819,1198,0,13,legit,none,"{'SUPI-0344', 'SUPI-0317'}",6,3,12,1.0,60,1198,0.0,none,0.0,0.0,PASS,"PCF,SMF"
oss-inventory-job,2026-08-03 04:15:00,3,2,2,0.0,1.0,0.0,458.0,564,0,4,legit,none,{'SUPI-0092'},4,2,7,0.0,14,578,0.0,none,0.0,0.0,PASS,"NRF,UDM"
nrf-heartbeat-svc,2026-08-03 03:54:00,3,1,2,0.0,0.0,1.0,242.0,268,0,3,legit,none,set(),3,1,0,0.0,17,291,0.0,none,0.0,0.0,PASS,NRF
nrf-heartbeat-svc,2026-08-05 02:00:00,6,1,2,0.0,0.0,1.0,223.0,261,0,2,legit,none,set(),2,1,0,0.0,31,297,0.0,none,0.0,0.0,PASS,NRF
provisioning-agent,2026-08-05 16:18:00,3,2,2,0.0,0.0,1.0,676.3333333333334,840,0,16,legit,none,"{'SUPI-0154', 'SUPI-0114', 'SUPI-0328'}",3,2,12,0.0,16,1434,0.0,none,0.0,0.0,PASS,"NEF,UDM"
oss-orchestration-hub,2026-08-07 18:31:00,15,6,6,0.0,0.4666666666666667,0.5333333333333333,632.8,913,0,18,legit,none,"{'SUPI-0096', 'SUPI-0294', 'SUPI-0057', 'SUPI-0309', 'SUPI-0172', 'SUPI-0200', 'SUPI-0394', 'SUPI-0318'}",12,6,18,1.0,72,991,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
oss-orchestration-hub,2026-08-07 17:17:00,14,6,7,0.07142857142857142,0.35714285714285715,0.6428571428571429,616.2142857142857,964,0,17,legit,none,"{'SUPI-0036', 'SUPI-0093', 'SUPI-0254', 'SUPI-0176', 'SUPI-0260'}",11,6,18,1.0,71,989,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
orch-session-mgr,2026-08-04 21:27:00,9,2,4,0.0,0.0,1.0,679.7777777777778,1126,0,21,legit,none,"{'SUPI-0228', 'SUPI-0158'}",5,3,9,0.0,46,1177,0.0,none,0.0,0.0,PASS,"PCF,SMF"
oss-orchestration-hub,2026-08-04 17:29:00,13,5,7,0.0,0.3076923076923077,0.6923076923076923,622.9230769230769,985,0,17,legit,none,"{'SUPI-0244', 'SUPI-0040', 'SUPI-0392', 'SUPI-0035', 'SUPI-0100', 'SUPI-0250'}",10,6,17,2.0,64,989,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF,SMF,UDM"
oss-orchestration-hub,2026-08-07 09:36:00,12,5,5,0.0,0.25,0.75,584.0833333333334,986,0,9,legit,none,"{'SUPI-0013', 'SUPI-0111', 'SUPI-0196'}",8,6,18,0.0,62,995,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,SMF,UDM"
provisioning-agent,2026-08-03 20:47:00,3,2,2,0.0,0.0,1.0,978.3333333333334,1419,0,20,legit,none,"{'SUPI-0397', 'SUPI-0058', 'SUPI-0174'}",4,2,9,0.0,15,1472,0.0,none,0.0,0.0,PASS,"NEF,UDM"
orch-session-mgr,2026-08-04 05:14:00,7,2,4,0.0,0.0,1.0,864.1428571428571,1075,0,5,legit,none,"{'SUPI-0367', 'SUPI-0329'}",4,2,8,1.0,35,1083,0.0,none,0.0,0.0,PASS,"PCF,SMF"
policy-audit-svc,2026-08-04 09:07:00,3,1,2,0.0,0.0,1.0,239.33333333333334,293,0,9,legit,none,"{'SUPI-0354', 'SUPI-0125', 'SUPI-0241'}",2,1,8,0.0,11,293,0.0,none,0.0,0.0,PASS,PCF
nrf-heartbeat-svc,2026-08-05 07:30:00,7,1,2,0.0,0.0,1.0,184.0,256,0,7,legit,none,set(),3,1,0,0.0,31,293,0.0,none,0.0,0.0,PASS,NRF
nrf-heartbeat-svc,2026-08-04 17:46:00,4,1,2,0.0,0.0,1.0,209.25,279,0,17,legit,none,set(),2,1,0,1.0,18,295,0.0,none,0.0,0.0,PASS,NRF
closed-loop-assurance,2026-08-07 23:05:00,14,3,5,0.0,0.07142857142857142,0.9285714285714286,513.7857142857143,765,0,23,legit,none,"{'SUPI-0347', 'SUPI-0116', 'SUPI-0020', 'SUPI-0338', 'SUPI-0130', 'SUPI-0243', 'SUPI-0236', 'SUPI-0206'}",6,3,23,2.0,66,852,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
orch-session-mgr,2026-08-07 07:27:00,7,2,4,0.0,0.0,1.0,833.8571428571429,1095,0,7,legit,none,"{'SUPI-0296', 'SUPI-0356'}",4,2,8,0.0,34,1199,0.0,none,0.0,0.0,PASS,"PCF,SMF"
nrf-heartbeat-svc,2026-08-04 01:50:00,7,1,2,0.0,0.0,1.0,170.71428571428572,222,0,1,legit,none,set(),3,1,0,0.0,37,293,0.0,none,0.0,0.0,PASS,NRF
closed-loop-assurance,2026-08-03 00:27:00,13,3,3,0.0,0.0,1.0,494.53846153846155,847,0,0,legit,none,"{'SUPI-0097', 'SUPI-0348', 'SUPI-0169', 'SUPI-0325', 'SUPI-0142', 'SUPI-0129', 'SUPI-0256'}",6,3,23,1.0,67,892,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
oss-orchestration-hub,2026-08-03 05:21:00,17,4,4,0.0,0.5882352941176471,0.4117647058823529,639.1764705882352,974,0,5,legit,none,"{'SUPI-0361', 'SUPI-0163', 'SUPI-0180', 'SUPI-0148', 'SUPI-0026', 'SUPI-0172', 'SUPI-0355', 'SUPI-0281', 'SUPI-0014'}",10,6,24,1.0,85,991,0.0,none,0.0,0.0,PASS,"NEF,NRF,PCF,UDM"
nrf-heartbeat-svc,2026-08-05 17:10:00,4,1,2,0.0,0.0,1.0,179.25,291,0,17,legit,none,set(),3,1,0,0.0,21,291,0.0,none,0.0,0.0,PASS,NRF
orch-session-mgr,2026-08-07 10:11:00,9,2,4,0.0,0.0,1.0,726.1111111111111,1197,0,10,legit,none,"{'SUPI-0283', 'SUPI-0013', 'SUPI-0022'}",5,2,14,0.0,48,1197,0.0,none,0.0,0.0,PASS,"PCF,SMF"
orch-session-mgr,2026-08-05 01:33:00,10,2,5,0.0,0.0,1.0,511.5,798,0,1,legit,none,"{'SUPI-0264', 'SUPI-0073'}",6,3,13,1.0,52,1187,0.0,none,0.0,0.0,PASS,"PCF,SMF"
oss-orchestration-hub,2026-08-07 07:34:00,16,6,6,0.0,0.375,0.625,571.25,989,0,7,legit,none,"{'SUPI-0320', 'SUPI-0116', 'SUPI-0223', 'SUPI-0285', 'SUPI-0274', 'SUPI-0070', 'SUPI-0189', 'SUPI-0196', 'SUPI-0138', 'SUPI-0055', 'SUPI-0154'}",10,6,25,0.0,82,993,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
oss-orchestration-hub,2026-08-05 07:11:00,11,6,8,0.09090909090909091,0.36363636363636365,0.6363636363636364,519.4545454545455,937,0,7,legit,none,"{'SUPI-0080', 'SUPI-0207', 'SUPI-0201', 'SUPI-0323', 'SUPI-0236', 'SUPI-0033'}",10,6,14,1.0,51,954,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
nrf-heartbeat-svc,2026-08-05 09:04:00,5,1,2,0.0,0.0,1.0,174.4,269,0,9,legit,none,set(),3,1,0,0.0,26,287,0.0,none,0.0,0.0,PASS,NRF
oss-orchestration-hub,2026-08-03 07:47:00,18,6,8,0.0,0.3333333333333333,0.6666666666666666,698.2222222222222,996,0,7,legit,none,"{'SUPI-0204', 'SUPI-0376', 'SUPI-0271', 'SUPI-0065', 'SUPI-0235', 'SUPI-0028', 'SUPI-0325', 'SUPI-0283'}",9,6,25,1.0,92,997,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
orch-session-mgr,2026-08-03 23:44:00,11,2,4,0.0,0.0,1.0,558.8181818181819,1094,0,23,legit,none,"{'SUPI-0047', 'SUPI-0268', 'SUPI-0357'}",7,3,11,0.0,53,1163,0.0,none,0.0,0.0,PASS,"PCF,SMF"
nrf-heartbeat-svc,2026-08-04 13:05:00,3,1,2,0.0,0.0,1.0,210.0,280,0,13,legit,none,set(),3,1,0,0.0,18,280,0.0,none,0.0,0.0,PASS,NRF
oss-orchestration-hub,2026-08-06 06:34:00,19,6,7,0.05263157894736842,0.3157894736842105,0.6842105263157895,656.7894736842105,978,0,6,legit,none,"{'SUPI-0147', 'SUPI-0045', 'SUPI-0333', 'SUPI-0120', 'SUPI-0016', 'SUPI-0207', 'SUPI-0216', 'SUPI-0312'}",7,6,22,1.0,99,983,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
policy-audit-svc,2026-08-07 14:10:00,2,1,1,0.0,0.0,1.0,295.5,370,0,14,legit,none,"{'SUPI-0094', 'SUPI-0143'}",2,1,8,0.0,10,399,0.0,none,0.0,0.0,PASS,PCF
orch-session-mgr,2026-08-03 00:23:00,11,3,7,0.0,0.09090909090909091,0.9090909090909091,698.6363636363636,1136,0,0,legit,none,"{'SUPI-0308', 'SUPI-0115', 'SUPI-0072'}",8,3,10,0.0,55,1173,0.0,none,0.0,0.0,PASS,"AMF,PCF,SMF"
oss-orchestration-hub,2026-08-03 17:50:00,15,6,6,0.0,0.3333333333333333,0.6666666666666666,566.8666666666667,997,0,17,legit,none,"{'SUPI-0360', 'SUPI-0130', 'SUPI-0194', 'SUPI-0091', 'SUPI-0142', 'SUPI-0027', 'SUPI-0260'}",7,6,19,1.0,72,999,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
policy-audit-svc,2026-08-04 13:36:00,2,1,2,0.0,0.0,1.0,301.5,382,0,13,legit,none,{'SUPI-0368'},2,1,7,0.0,8,382,0.0,none,0.0,0.0,PASS,PCF
oss-orchestration-hub,2026-08-04 06:06:00,17,6,6,0.0,0.35294117647058826,0.6470588235294118,600.4705882352941,981,0,6,legit,none,"{'SUPI-0361', 'SUPI-0037', 'SUPI-0234', 'SUPI-0090', 'SUPI-0358', 'SUPI-0076', 'SUPI-0175'}",7,6,23,1.0,84,990,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
closed-loop-assurance,2026-08-06 16:11:00,13,3,3,0.0,0.0,1.0,525.6923076923077,832,0,16,legit,none,"{'SUPI-0147', 'SUPI-0292', 'SUPI-0361', 'SUPI-0140', 'SUPI-0189', 'SUPI-0023', 'SUPI-0318'}",4,3,24,0.0,62,851,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
oss-orchestration-hub,2026-08-05 15:28:00,14,5,7,0.07142857142857142,0.35714285714285715,0.6428571428571429,607.0714285714286,991,0,15,legit,none,"{'SUPI-0123', 'SUPI-0059', 'SUPI-0166', 'SUPI-0327', 'SUPI-0044', 'SUPI-0129', 'SUPI-0350', 'SUPI-0260', 'SUPI-0151'}",9,6,26,1.0,71,991,0.0,none,0.0,0.0,PASS,"NEF,NRF,PCF,SMF,UDM"
oss-orchestration-hub,2026-08-05 21:43:00,17,6,6,0.0,0.4117647058823529,0.5882352941176471,679.4117647058823,986,0,21,legit,none,"{'SUPI-0116', 'SUPI-0003', 'SUPI-0146', 'SUPI-0276', 'SUPI-0225', 'SUPI-0056', 'SUPI-0370', 'SUPI-0008', 'SUPI-0290'}",8,6,23,1.0,83,999,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
orch-session-mgr,2026-08-04 02:21:00,10,2,5,0.0,0.0,1.0,764.6,1199,0,2,legit,none,"{'SUPI-0081', 'SUPI-0044', 'SUPI-0025'}",6,3,13,0.0,46,1199,0.0,none,0.0,0.0,PASS,"PCF,SMF"
provisioning-agent,2026-08-03 17:57:00,3,2,2,0.0,0.0,1.0,766.6666666666666,1402,0,17,legit,none,"{'SUPI-0282', 'SUPI-0363', 'SUPI-0210'}",2,2,13,0.0,17,1462,0.0,none,0.0,0.0,PASS,"NEF,UDM"
provisioning-agent,2026-08-04 14:03:00,3,2,2,0.0,0.0,1.0,873.3333333333334,1288,0,14,legit,none,"{'SUPI-0379', 'SUPI-0014', 'SUPI-0190'}",3,2,12,1.0,15,1288,0.0,none,0.0,0.0,PASS,"NEF,UDM"
closed-loop-assurance,2026-08-07 15:13:00,14,3,3,0.0,0.0,1.0,523.6428571428571,857,0,15,legit,none,"{'SUPI-0009', 'SUPI-0098', 'SUPI-0057', 'SUPI-0121', 'SUPI-0354', 'SUPI-0281', 'SUPI-0155'}",5,3,23,1.0,66,899,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
orch-session-mgr,2026-08-05 03:33:00,11,2,4,0.0,0.0,1.0,715.2727272727273,1146,0,3,legit,none,"{'SUPI-0098', 'SUPI-0397', 'SUPI-0015'}",5,3,10,0.0,55,1166,0.0,none,0.0,0.0,PASS,"PCF,SMF"
orch-session-mgr,2026-08-03 09:20:00,10,3,5,0.0,0.1,0.9,728.0,1197,0,9,legit,none,"{'SUPI-0012', 'SUPI-0117'}",7,3,12,1.0,50,1197,0.0,none,0.0,0.0,PASS,"AMF,PCF,SMF"
oss-orchestration-hub,2026-08-03 00:39:00,14,6,7,0.0,0.21428571428571427,0.7857142857142857,547.8571428571429,965,0,0,legit,none,"{'SUPI-0094', 'SUPI-0040', 'SUPI-0166', 'SUPI-0019', 'SUPI-0056', 'SUPI-0047', 'SUPI-0111'}",12,6,21,0.0,70,982,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
provisioning-agent,2026-08-03 17:41:00,4,2,2,0.25,0.0,1.0,1042.5,1120,0,17,legit,none,"{'SUPI-0363', 'SUPI-0393', 'SUPI-0286', 'SUPI-0253'}",3,2,14,1.0,18,1499,0.0,none,0.0,0.0,PASS,"NEF,UDM"
policy-audit-svc,2026-08-03 11:08:00,1,1,1,0.0,0.0,1.0,218.0,218,0,11,legit,none,{'SUPI-0122'},2,1,6,0.0,6,368,0.0,none,0.0,0.0,PASS,PCF
nrf-heartbeat-svc,2026-08-03 15:25:00,4,1,2,0.0,0.0,1.0,148.5,240,0,15,legit,none,set(),2,1,0,0.0,21,263,0.0,none,0.0,0.0,PASS,NRF
provisioning-agent,2026-08-05 15:01:00,5,2,2,0.0,0.0,1.0,680.4,1234,0,15,legit,none,"{'SUPI-0142', 'SUPI-0097', 'SUPI-0203', 'SUPI-0190'}",3,2,17,1.0,23,1454,0.0,none,0.0,0.0,PASS,"NEF,UDM"
oss-orchestration-hub,2026-08-05 19:50:00,16,6,8,0.0,0.25,0.75,637.0625,933,0,19,legit,none,"{'SUPI-0342', 'SUPI-0031', 'SUPI-0181', 'SUPI-0090', 'SUPI-0081', 'SUPI-0177', 'SUPI-0049'}",13,6,18,0.0,78,989,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
provisioning-agent,2026-08-06 09:54:00,3,2,2,0.0,0.0,1.0,765.6666666666666,1191,0,9,legit,none,"{'SUPI-0138', 'SUPI-0181'}",2,2,8,0.0,12,1191,0.0,none,0.0,0.0,PASS,"NEF,UDM"
